VA1,VM1,Sigma1,PM1,VA2,VM2,Sigma2,PM2,StatisticDataT2,L2
0.325054258,0.446701288,1.661213279,277,4.6273036,5.000086784,6.274178028,127,0.052005053,241.5700073
0.325138807,0.439988434,1.657756686,278,4.638795853,4.979936123,5.243042469,133,0.051002979,237.4100342
0.325083733,0.439860433,1.650663137,278,4.642098904,4.966792107,5.109529972,135,0.051003933,237.5800171
0.325039834,0.440597147,1.659167171,278,4.624329567,4.983793736,6.156704426,124,0.051995039,241.4000244
0.324944347,0.433782876,1.655911326,278,4.630763531,5.021751881,6.087900162,131,0.0519979,241.7300415
0.325133681,0.440035433,1.659655452,278,4.634384155,5.008496284,6.190383434,130,0.05200386,241.9799805
0.324992657,0.440569252,1.658658385,277,4.644938469,4.983237267,5.227909088,131,0.051004171,237.75
0.325100511,0.443326384,1.664783835,278,4.647264481,4.98005867,5.03421545,136,0.051003933,237.8800049
0.325007498,0.440554678,1.655004025,278,4.627604485,4.97819376,5.893113613,128,0.052000046,241.5700073
0.325135946,0.446660489,1.667779088,278,4.628716469,4.989971638,5.744987011,131,0.051995993,241.6399536
0.325044066,0.446662873,1.663384795,278,4.650424957,4.990089893,5.206956863,135,0.051001072,238
0.325160533,0.443326861,1.660020709,277,4.651682854,4.989893913,5.18984127,136,0.051003933,238.1099854
0.325041622,0.439857244,1.65966928,277,4.625016212,4.978234291,5.891256809,129,0.052000046,241.4400024
0.325113028,0.443572164,1.664775133,275,4.629161358,4.958722591,5.024590492,133,0.0519979,241.6500244
0.325124174,0.446753532,1.669470668,278,4.640273094,4.976189613,4.889179707,134,0.051004171,237.4799805
0.325110078,0.440059304,1.660344601,277,4.650096893,4.970015049,4.865967274,139,0.051000118,238
0.325040281,0.439988434,1.661322594,277,4.624609947,4.98341608,5.851133347,126,0.05200386,241.4099731
0.325108618,0.443371177,1.666226506,278,4.631683826,4.991593838,5.550100803,134,0.052000046,241.8099976
0.324969471,0.43607986,1.653032541,278,4.632572174,4.977187634,5.535577297,126,0.052000999,241.8399658
0.325081915,0.44999972,1.667052865,278,4.648817539,4.996562958,5.482642174,139,0.051995993,242.7099609
0.324959993,0.437118411,1.64774704,277,4.649023056,5.011760235,5.708767891,129,0.052003145,242.75
0.325136244,0.44730252,1.664794564,278,4.664250851,5.006363869,5.061780453,139,0.050996065,238.7300415
0.325025141,0.436697781,1.656307936,278,4.662973404,4.998252392,4.875808239,145,0.051000118,238.6900024
0.324961424,0.446347862,1.671576023,276,4.671566963,4.986595631,4.909413815,140,0.051003933,239.1499634
0.325493008,0.44271794,1.711566567,279,4.661268234,4.990040779,4.823899269,143,0.05099988,238.6099854
0.325046599,0.439962834,1.660632849,279,4.674202919,4.996772766,4.872346401,148,0.05099988,239.289978
0.325446188,0.450166196,1.719967723,278,4.623827457,5.006671429,6.186189175,133,0.051999807,241.4100342
0.325278878,0.443922728,1.717654943,279,4.597276211,4.965263367,6.382835865,120,0.052002907,239.9400024
0.325565219,0.452690542,1.724300623,277,4.613976955,4.963292122,5.969864368,128,0.0519979,240.8599854
0.325446248,0.449690551,1.726485491,277,4.634083271,4.993579865,5.696823597,136,0.052000046,241.9700317
0.325442314,0.44652319,1.709525585,278,4.630429268,4.971801758,5.397587776,142,0.052000046,241.749939
0.325439751,0.440409303,1.712532282,277,4.693924427,4.971797466,4.397937775,163,0.050995827,240.3200073
0.32495898,0.443452358,1.675765514,275,4.644418716,4.964960575,5.089896679,134,0.051003933,237.7199707
0.324960023,0.440595537,1.652862072,274,4.660981178,5.003285885,5.589001179,138,0.051003933,238.6099854
0.325357735,0.443333507,1.710575461,276,4.654157162,4.98327589,5.019729137,140,0.050996065,238.2299805
0.325425655,0.449842006,1.715150476,278,4.628546238,4.983429909,6.014082432,131,0.052002907,241.6799927
0.325257033,0.446663678,1.710383296,277,4.646856308,4.996614456,5.397621155,134,0.051003933,237.8899536
0.325324565,0.439989209,1.707410455,276,4.618786335,4.969985485,6.121564388,130,0.052000046,241.1400146
0.325495929,0.45058313,1.71863246,278,4.615818024,4.983335018,6.103627682,128,0.052005053,240.9899902
0.325337887,0.443473071,1.716172814,277,4.646790028,4.970132351,5.01898098,137,0.051004171,237.8599854
0.325386882,0.446847409,1.716382146,278,4.638761044,4.976750851,5.487768173,132,0.051997185,242.2000122
0.324874818,0.437080592,1.657561779,275,4.647209167,5.00014019,5.51276207,135,0.052000999,242.6300049
0.325441301,0.44724679,1.717422605,278,4.640153885,5.003297806,5.827203751,137,0.051995993,242.289978
0.325371683,0.453314781,1.718792915,278,4.649214745,5.004977226,5.27870369,137,0.050998926,237.9699707
0.32495904,0.44015035,1.660295486,277,4.675615311,5.009974003,4.875101566,152,0.050996065,239.3400269
0.325500369,0.449354559,1.720887899,277,4.667915344,4.994827271,5.1755023,148,0.05099988,238.9700317
0.324980378,0.446660489,1.66127944,278,4.669890404,4.986631393,4.803748131,144,0.050999165,239.0700073
0.32531178,0.446809262,1.7126261,277,4.674177647,5.000060081,4.82017374,147,0.050999165,239.289978
0.325378418,0.439560652,1.712275505,278,4.664870262,4.978067398,4.964543343,151,0.050997019,238.8099976
0.325453907,0.446660489,1.717194557,277,4.646176815,5.000135899,5.794798374,137,0.052000999,242.6199951
0.324947804,0.443476737,1.668241143,276,4.672675133,4.980071545,4.457678318,149,0.051002026,239.1799927
0.325394928,0.440272719,1.710514188,277,4.66344738,4.98820734,4.952551365,147,0.051002979,238.7399902
0.32547766,0.447118372,1.72013402,278,4.675363541,5.01172781,5.143961906,153,0.050996065,239.3600464
0.324988365,0.440070778,1.657220602,276,4.665512562,5.001837254,4.773360729,138,0.051002979,238.8399658
0.325407475,0.446043015,1.704106927,276,4.664958,4.989889622,4.981124401,147,0.051002979,238.8200073
0.325458139,0.450034678,1.714808822,277,4.665533066,4.997181892,5.223262787,149,0.050996065,238.8399658
0.325386018,0.439986348,1.710156202,278,4.648648262,4.959976673,5.12145853,137,0.051003933,237.9699707
0.325454175,0.447256625,1.712475061,278,4.628764153,5.005169868,6.148675442,133,0.051996946,241.6799927
0.324834555,0.437246472,1.647814751,275,4.634777069,5.010256767,6.69989872,126,0.052002907,242
0.32538268,0.446648121,1.719789624,277,4.625362873,4.97328949,5.997733116,132,0.0519979,241.4899902
0.325389653,0.446223855,1.713686585,278,4.639962673,4.973400593,5.150767326,135,0.051003933,237.5099487
0.324971348,0.439525694,1.651851416,278,4.6292243,4.983706474,6.045826912,129,0.052000046,241.6699829
0.325478643,0.446694136,1.717047215,278,4.619568825,4.993289471,6.434761047,130,0.052003145,241.2000122
0.325404346,0.440311223,1.71880722,278,4.618366241,4.988238811,6.208754539,130,0.052003145,241.1400146
0.325475872,0.44634217,1.714490771,277,4.617699623,4.971539974,6.17021513,127,0.052000999,241.0799561
0.32535252,0.439999402,1.702895522,277,4.601141453,4.970426559,6.496242523,117,0.051999092,240.1799927
0.325262308,0.439998597,1.720327616,277,4.635799885,4.988101959,5.774013996,133,0.05099988,237.2799683
0.325393736,0.442875892,1.70762825,278,4.601589203,4.947012901,6.120518684,123,0.051995993,240.2000122
0.325420052,0.453323185,1.711472631,278,4.616417408,4.990094662,6.306244373,127,0.051995993,241
0.325420171,0.449987143,1.714411259,277,4.621528149,4.989863396,6.035170078,133,0.052000046,241.3000488
0.325306624,0.442714274,1.720553398,277,4.632300377,4.97669363,5.39205265,133,0.051002979,237.1000366
0.325247169,0.443326056,1.717156887,275,4.595357895,4.949947357,6.027086735,122,0.051995993,239.8800049
0.325288266,0.440002888,1.701965332,277,4.615906715,4.963353157,5.893406391,128,0.05200386,241.0100098
0.325388014,0.446697831,1.713472366,277,4.621710777,4.986541271,6.142032146,132,0.051999092,241.2900391
0.325295359,0.443920135,1.712213278,277,4.648111343,4.998338223,5.694700241,135,0.051000118,237.9499512
0.325282246,0.442725241,1.707764149,278,4.620935917,4.998092651,6.258245468,128,0.051998138,241.25
0.325223118,0.44295451,1.708827496,278,4.61378336,4.96646452,6.415930271,119,0.052004099,240.8900146
0.325388879,0.447272122,1.717406392,277,4.628304958,4.994956017,6.090291023,133,0.05200386,241.6799927
0.32533595,0.449841052,1.717498422,277,4.649132252,5.00338316,5.538680553,137,0.05099988,238.0100098
0.325229973,0.446688563,1.710737586,278,4.650156975,4.978459358,5.191171646,141,0.050999165,238.039978
0.325409323,0.449996531,1.719768763,276,4.6428442,5.003189087,6.028391838,134,0.052001953,242.4500122
0.325219214,0.439999372,1.706439614,276,4.650987625,5.006453037,5.548582077,132,0.050997019,238.1199951
0.325431317,0.453333348,1.711874008,276,4.629280567,4.996768475,5.776990891,134,0.051996946,241.6799927
0.325150281,0.443329543,1.70777297,277,4.631463051,5.006674767,6.242879391,125,0.052000999,241.8500366
0.32527408,0.446672261,1.724138379,275,4.63821888,4.980470657,5.822885513,134,0.051002979,237.4599609
0.325274408,0.449375868,1.714969635,276,4.639990807,4.990053177,5.546756268,126,0.050997972,237.5
0.325219989,0.443336219,1.718522787,275,4.607466221,4.996684074,6.728286743,121,0.052000046,240.5300293
0.32532993,0.449998915,1.716994882,276,4.602753639,4.976614952,6.689103127,114,0.051994801,240.2399902
0.325434774,0.449988663,1.711953759,277,4.617434502,4.989953995,6.222819805,129,0.052000046,241.0800171
0.325289786,0.446797341,1.706994414,277,4.602417469,4.976599693,6.70771265,119,0.051999807,240.2399902
0.325398892,0.450443387,1.705716968,276,4.612836361,4.983402252,6.378942013,126,0.052005053,240.8600464
0.325220376,0.447083771,1.715977669,277,4.610922813,4.974868298,6.435255051,124,0.052000999,240.7299805
0.325343043,0.446654648,1.724626184,275,4.609576225,4.97712326,6.463004589,124,0.052000046,240.6699829
0.32534638,0.449989945,1.716728568,276,4.637913227,4.979964733,5.217154026,133,0.051000118,237.3900146
0.325250536,0.443348408,1.712115288,276,4.63877964,4.970294952,5.407874584,136,0.050995827,237.4599609
0.325440437,0.443505734,1.720921159,275,4.613589287,4.994798183,6.661035061,126,0.051996946,240.8599854
0.32534501,0.447255582,1.718840122,278,4.633462429,4.998548985,5.573855877,133,0.051000118,237.1499634
0.325241536,0.443336219,1.713387847,277,4.613294125,4.991952896,6.680461884,122,0.052000046,240.8299561
0.325452209,0.45334962,1.720329642,277,4.621255875,4.990311623,6.570373535,129,0.05200386,241.2900391
0.325311005,0.446662873,1.711424232,277,4.646314621,4.987080097,5.400889874,136,0.051003933,237.8399658
0.325289518,0.443445653,1.717416644,277,4.617049217,4.981714249,6.380607605,125,0.052000999,241.0699463
0.325162262,0.443744093,1.704632521,276,4.616736412,4.995183945,6.009994507,128,0.051999807,241.0200195
0.325385809,0.453368187,1.722439408,276,4.629496098,5.001808167,6.029710293,135,0.052000046,241.7200317
0.325318187,0.446189046,1.720787048,276,4.63959837,4.999811172,5.711687565,126,0.051001072,237.4799805
0.325378776,0.456708342,1.71328795,274,4.589849949,4.959989548,6.117245197,115,0.051998138,239.5699463
0.325408071,0.453496277,1.721548557,277,4.608890057,4.989974022,6.360817432,130,0.051995993,240.6199951
0.325250983,0.443365902,1.712675691,277,4.602788448,4.988626957,6.571769238,124,0.051999807,240.2800293
0.325300723,0.446663678,1.710262895,277,4.606600761,4.986859798,6.552782059,125,0.051998854,240.4900513
0.325440198,0.450034678,1.721639156,278,4.623948097,4.977023602,5.637347698,130,0.051002979,236.6500244
0.325306594,0.446662873,1.711419463,278,4.60640049,4.956644058,6.18543148,125,0.052000046,240.4700317
0.325187087,0.440419465,1.712827563,278,4.603606224,4.978480816,6.41822958,126,0.051999807,240.3200073
0.325391978,0.446839869,1.715481877,277,4.628238678,4.980293751,5.735752106,130,0.051000834,236.9099731
0.325266808,0.446632326,1.708943248,278,4.605553627,4.979965687,6.75676012,121,0.052000046,240.4199829
0.325242251,0.442752481,1.71701324,277,4.61839962,4.991732121,6.262812138,129,0.052004099,241.1300049
0.325301319,0.449991226,1.714591861,277,4.636452198,4.985077858,5.65621233,132,0.051002979,237.3099976
0.325387627,0.450243384,1.718872428,276,4.624236107,5.003470898,6.494468689,131,0.051996946,241.4500122
0.32539466,0.443221748,1.71336484,278,4.637036324,4.996629238,5.465939999,134,0.051001072,237.3599854
0.32511133,0.446662068,1.713446498,276,4.622869015,4.972925186,6.321308136,124,0.051995039,241.3699951
0.325332999,0.44985041,1.716828704,275,4.620555878,4.998510361,6.157332897,131,0.051995993,241.2300415
0.325348407,0.446694016,1.722483754,277,4.653639317,4.976718426,4.97398138,145,0.050996065,238.2000122
0.325247973,0.443188667,1.716615558,278,4.602728844,4.950021267,6.410003662,123,0.051999092,240.2700195
0.325282097,0.446659237,1.70761025,278,4.619793415,5.000096321,6.318096161,131,0.052000046,241.210022
0.325236082,0.443772972,1.713808656,277,4.631372452,4.960028172,5.357309818,133,0.051001072,237.039978
0.325295269,0.443736136,1.720314145,278,4.644699574,4.976992607,5.288741112,137,0.051003933,237.75
0.325286627,0.443326831,1.695088625,278,4.619037628,4.983364105,6.249641418,129,0.052004099,241.1599731
0.325315654,0.449375778,1.718377471,275,4.631124496,4.96528101,5.087253094,131,0.051003933,237.0299683
0.32522884,0.446494043,1.714106321,277,4.618555546,4.980279446,6.173071384,127,0.052000999,241.1599731
0.32528618,0.440109581,1.713709831,277,4.628306389,4.987171173,5.852385521,133,0.052000046,241.6799927
0.325369537,0.44999972,1.718789101,278,4.635561466,4.963289261,4.965884686,137,0.051000118,237.25
0.325219572,0.446817756,1.713763714,277,4.62205267,4.973350525,5.916687489,131,0.05200386,241.3400269
0.325145036,0.446806878,1.709206939,278,4.629156113,4.970068455,5.883843899,133,0.052000046,241.7000122
0.325239331,0.446202159,1.729168415,275,4.614603996,5.011845589,6.928922176,126,0.051996946,240.9299927
0.325216949,0.446083367,1.716824055,277,4.616207123,4.976657867,5.983170986,129,0.051995993,240.9899902
0.325269252,0.44999972,1.71085608,276,4.648248672,4.986704826,5.327265739,139,0.051000118,237.9500122
0.325257361,0.446663678,1.712992072,278,4.648308754,4.979888439,5.119669914,134,0.051000118,237.9299927
0.325199246,0.45002073,1.728552461,274,4.583634377,4.935065746,5.981983185,117,0.052003145,239.2299805
0.325100422,0.440003932,1.711504459,277,4.603722572,4.963338375,6.018507004,134,0.052000999,240.3499756
0.325108975,0.442857951,1.705929875,275,4.605414391,4.970282555,5.980769157,118,0.051995993,240.4000244
0.325013041,0.440573126,1.712913752,278,4.628927231,4.983304024,5.651000023,129,0.051002979,236.9299927
0.325170726,0.447222173,1.712272286,277,4.601905823,4.989620209,6.708768845,122,0.051995993,240.2299805
0.325236499,0.446671456,1.711314559,278,4.624184132,4.998498917,6.207781792,131,0.051999807,241.4500122
0.325030804,0.440283388,1.711737752,276,4.610579967,4.976721764,6.119462967,128,0.051999092,240.7299805
0.32530719,0.443782747,1.718497038,278,4.60316658,4.986701012,7.026103497,117,0.052003145,240.289978
0.325127304,0.440596074,1.71030724,276,4.619348049,4.973162174,5.997755051,132,0.051996946,241.1699829
0.325126082,0.443459183,1.709112644,277,4.615396976,4.9834342,6.08217144,134,0.051999092,240.9799805
0.325346202,0.453355759,1.712247014,277,4.635296345,4.986765385,5.41775322,135,0.05099988,237.2600098
0.32530421,0.449391961,1.713692784,278,4.613178253,5.003351688,6.403006554,126,0.05200386,240.8400269
0.325078607,0.440000176,1.709733009,277,4.602739334,4.973295689,6.164905548,128,0.052000046,240.3000488
0.32517758,0.449379861,1.709129095,274,4.593812943,4.948533535,5.837309361,124,0.052000046,239.7900391
0.325142354,0.440260708,1.717293382,275,4.602239132,4.975134373,6.126742363,128,0.051999807,240.2600098
0.32525146,0.449366391,1.707497358,277,4.617423058,4.986757755,6.298847198,127,0.052000046,241.0899658
0.325043231,0.442586929,1.705677629,276,4.620936871,5.003828526,6.363534927,130,0.052004099,241.2700195
0.325275034,0.453252405,1.72376883,277,4.64593029,5.006798744,5.401242256,135,0.050997019,237.8200073
0.325122923,0.443325251,1.710659742,278,4.63194561,4.993441105,5.869451046,136,0.052000999,241.8699951
0.325334609,0.44999972,1.717103243,278,4.645960808,4.983373642,5.231646061,140,0.051000118,237.8300171
0.325290024,0.452693045,1.719302535,278,4.620343685,4.969985485,5.972805023,129,0.052000999,241.2300415
0.325155616,0.443325251,1.708912492,277,4.628653049,4.998396397,5.949707985,135,0.0519979,241.6699829
0.32529217,0.446673036,1.722621322,278,4.634749889,4.986636639,5.9585495,136,0.052002907,242.0299683
0.324944139,0.439998597,1.652006149,267,4.591527462,4.959540367,5.789948463,123,0.0519979,239.6300049
0.325209022,0.443353534,1.70584631,276,4.595246315,4.953369617,6.327863216,122,0.052004099,239.8800049
0.32517603,0.449558824,1.707669973,276,4.592626095,4.976210117,6.51849556,123,0.052000046,239.7399902
0.325222164,0.453336537,1.723124027,276,4.59760952,5.003350258,7.001589775,124,0.051995039,240
0.325355738,0.449989527,1.71930325,277,4.625545979,4.981769562,5.723977089,129,0.05099988,236.7600098
0.325235307,0.449557155,1.714211345,277,4.602196693,4.985084534,6.96460247,121,0.052002907,240.2399902
0.325287521,0.449990451,1.72563982,273,4.589416981,4.966560841,6.08744812,111,0.052004099,239.5800171
0.325348347,0.452701658,1.710688233,278,4.634165764,4.986639977,5.433237076,134,0.051000118,237.1999512
0.325224966,0.443482608,1.708809733,278,4.597631931,4.959968567,6.461408138,125,0.052000046,239.9899902
0.325214982,0.440454662,1.710368276,278,4.60742712,4.985084534,6.543678761,125,0.051995993,240.5200195
0.325425714,0.447109193,1.719053745,278,4.602146626,4.978262901,6.352435589,129,0.051998138,240.25
0.325294763,0.443780363,1.712321639,278,4.628671169,4.978456497,5.450561523,135,0.051000118,236.9099731
0.325214088,0.443196535,1.711303949,277,4.611923695,4.978673458,6.693981171,125,0.052001953,240.7799683
0.325160205,0.440436095,1.715042472,278,4.617784977,5.001935005,6.510340214,129,0.052000046,241.0999756
0.325296909,0.450011909,1.712661266,278,4.632087708,4.976967812,5.84781599,133,0.051000118,237.1000366
0.325255305,0.446102411,1.719071031,278,4.614292145,5.006765842,6.479776382,126,0.052000046,240.8999634
0.325150907,0.44003436,1.715363264,278,4.606311321,4.986747742,6.271926403,128,0.052000046,240.4800415
0.325369239,0.452869743,1.71649158,278,4.637194633,5.003835678,5.799994946,131,0.051000118,237.3699951
0.325272262,0.447252393,1.717368603,277,4.606175423,4.993337154,6.684214115,123,0.052000046,240.460022
0.32523188,0.446662098,1.712047696,277,4.607748985,4.978641987,6.347205639,126,0.052000999,240.5599976
0.32532391,0.446662873,1.717241049,281,4.647261143,4.98987627,5.318727493,137,0.05099988,237.8900146
0.315200001,0.43726033,2.383314371,274,1.963101625,2.056740284,0.660612226,174,0.122999907,241.3899536
0.325290173,0.446662098,1.71229279,276,4.599584579,4.980212212,6.507923126,114,0.051995993,240.1099854
0.325502843,0.443326831,1.697758913,277,4.610366344,4.99985218,6.038295269,132,0.052000046,240.6599731
0.325403869,0.44999972,1.718463898,277,4.64755249,4.973641396,5.216164589,148,0.052004099,242.6899414
0.325336605,0.449407578,1.718430877,278,4.651309013,5.003372192,4.918599606,143,0.051000118,238.1099854
0.325298399,0.449406773,1.715025187,276,4.655999184,4.976648808,5.187680721,144,0.051003933,238.3600464
0.324931145,0.446667165,1.662160039,264,4.636919022,4.933365345,4.396442413,136,0.051000118,237.3099976
0.325406522,0.450000495,1.718765855,277,4.61975193,4.950030327,5.308521271,139,0.051996946,241.1900024
0.325015962,0.446807504,1.666130185,269,4.597950935,4.948239326,5.715024471,118,0.051995039,239.9699707
0.325364411,0.446685731,1.721435785,275,4.592607975,4.966629505,6.407832146,124,0.052006006,239.7600098
0.325336337,0.446660489,1.714474082,276,4.581614017,4.973444462,7.032549381,113,0.051999807,239.0799561
0.3254264,0.450135767,1.719311714,277,4.600523949,4.980029106,6.665118694,125,0.05200386,240.1799927
0.32517001,0.443313181,1.712538719,277,4.612995148,4.983279228,6.701230526,123,0.051995993,240.8200073
0.325302631,0.440000981,1.698479295,277,4.605250359,4.966619015,6.094161987,128,0.051995993,240.3900146
0.32536459,0.443362325,1.726203322,277,4.632312775,4.976560593,5.689375877,137,0.051000834,237.0999756
0.325192332,0.446850866,1.710956454,277,4.606022835,4.983390808,6.665215492,126,0.052000046,240.460022
0.325410366,0.450277358,1.719312191,277,4.620023251,4.996489048,6.353941917,131,0.052000046,241.2299805
0.325181216,0.446697831,1.712257028,277,4.617271423,4.996596813,6.677336216,116,0.052002192,241.0700073
0.32547605,0.450142443,1.717721939,278,4.619087696,4.993180752,6.247434616,132,0.052000046,241.1699829
0.325443566,0.452869952,1.719853163,278,4.605007648,4.959970951,5.953057289,128,0.051999807,240.4099731
0.325354517,0.443324447,1.716640353,277,4.627020359,4.980047703,5.591365814,133,0.051002979,236.8099976
0.325266898,0.446679503,1.71313262,277,4.635936737,4.993398666,5.725724697,134,0.051004887,237.3300171
0.325473666,0.443517327,1.722617149,278,4.605229378,4.980002403,6.364339352,128,0.051998138,240.4100342
0.325388759,0.449997336,1.719071627,277,4.639240265,4.991692066,5.567277908,133,0.051001072,237.4699707
0.325298518,0.449544877,1.713369012,277,4.636532307,4.976707935,5.344799042,136,0.050996065,237.2900391
0.325251341,0.446662068,1.712166667,277,4.615709782,4.991817951,6.538599968,124,0.051995993,240.9599609
0.325458169,0.453336537,1.719441533,277,4.605117321,5.005279064,6.809752941,123,0.052000046,240.3999634
0.325359464,0.446231306,1.715156913,278,4.608124733,5.00003767,6.748486996,127,0.051995993,240.5800171
0.325241238,0.446663678,1.668241382,279,4.508145809,4.938611984,10.35674,89,0.053002834,239.7299805
0.325218797,0.443886161,1.658726096,281,4.615378857,5.003658295,6.644102573,117,0.051999092,240.9299927
0.32519564,0.440140218,1.664210916,278,4.585240364,4.976631641,7.42310667,110,0.051999092,239.2299805
0.325413257,0.443333834,1.678491831,278,4.587476254,4.971477985,7.372378826,113,0.052000046,239.3800049
0.325424969,0.447124124,1.665285945,278,4.60087347,4.966640949,6.623753548,119,0.052001953,240.1400146
0.325219899,0.437246501,1.655570865,278,4.589573383,4.963461399,6.324513435,121,0.051998138,239.4899902
0.325396597,0.443358094,1.667011023,278,4.593951702,4.980058193,7.074081898,112,0.052002907,239.7199707
0.325531811,0.443729013,1.671515942,279,4.584143639,4.965130329,7.144104004,112,0.051996946,239.1799927
0.325598121,0.443326831,1.682716846,277,4.610399246,5.01469326,6.963274002,120,0.051998854,240.6799927
0.325549126,0.446513593,1.673612833,279,4.584953785,4.981750011,7.578773975,111,0.052000046,239.210022
0.325515687,0.440135419,1.655296683,278,4.599048138,4.983341694,7.070246696,116,0.052000046,239.9700317
0.32560274,0.449997336,1.670357108,279,4.60869503,4.996747971,6.898900509,123,0.05200386,240.5499878
0.325572222,0.440123439,1.66426301,278,4.611355305,4.980361938,6.964023113,116,0.05200386,240.6900024
0.324967384,0.456813395,1.715382934,279,4.583538055,4.96328783,7.532423019,111,0.052000046,239.1799927
0.324698478,0.449998915,1.718049049,278,4.590735435,4.993330479,6.965901852,121,0.052002907,239.6699829
0.324881285,0.452714294,1.707352877,276,4.578030109,4.98331356,7.045818806,102,0.052004099,238.9199829
0.324788064,0.443340063,1.715278864,278,4.59365797,4.980081081,6.85745573,118,0.052000046,239.789978
0.3248353,0.443336219,1.708353639,278,4.593855858,4.976507187,6.932285309,121,0.052000046,239.8399658
0.324989945,0.450433552,1.713548422,278,4.598570347,4.973299503,6.335125446,126,0.052000046,240.0899658
0.32489267,0.456519544,1.70843327,279,4.585560322,4.975228786,7.619490147,112,0.052000046,239.3000488
0.324929476,0.45058313,1.71151495,279,4.592982292,4.980036736,6.75883007,123,0.052000999,239.7599487
0.324882209,0.443933994,1.716192961,277,4.590212345,4.973278999,7.541739941,113,0.052000046,239.5499878
0.324948013,0.446218312,1.701107621,279,4.601662636,4.979970932,6.844549179,121,0.052000046,240.210022
0.325065136,0.44999972,1.699964762,279,4.590653419,4.968054295,6.515780926,126,0.052000046,239.6300049
0.325020283,0.446673065,1.703576565,278,4.605046272,4.97987175,7.071024895,120,0.052000046,240.4099731
0.324877739,0.439971983,1.704477906,277,4.614635468,4.998124599,7.140941143,124,0.051996946,240.9299927
0.325123817,0.456660002,1.714491844,279,4.601347923,4.980071545,6.727925777,122,0.052004099,240.25
0.324956238,0.452680409,1.716968417,278,4.611098766,4.986824512,6.617253304,127,0.051999092,240.7700195
0.324965119,0.453185022,1.706425786,278,4.608992577,4.979963779,6.594836712,126,0.051999807,240.6199951
0.324970543,0.443469524,1.706186414,278,4.608087063,4.983433723,6.681610107,124,0.051998138,240.5599365
0.324896097,0.446656048,1.700947404,279,4.599651337,4.987011909,7.032093525,112,0.051995993,240.1000366
0.324960679,0.443339676,1.706111908,279,4.612879753,4.978625298,6.636598587,126,0.052004099,240.8399658
0.325069308,0.449893683,1.709527731,279,4.610612869,4.978219032,6.316869736,129,0.052004099,240.7199707
0.324902743,0.449997306,1.706722975,281,4.629765987,5.010107994,6.550294399,135,0.051999807,241.7600098
0.324932754,0.443497837,1.706102371,280,4.619215488,4.985170841,6.510768414,129,0.051995993,241.1599731
0.325135112,0.453374326,1.709483981,281,4.627643108,4.988413811,6.195799351,131,0.052000046,241.6199951
0.325101495,0.443623424,1.698343039,281,4.651275635,5.010155678,5.553956032,137,0.051000118,238.0999756
0.324947864,0.446806878,1.700135708,282,4.603678226,4.98330164,7.08417511,120,0.052000046,240.3200073
0.325167835,0.45000425,1.71883738,280,4.585881233,5.000407219,7.959928036,117,0.052000046,239.3599854
0.324995458,0.449515402,1.713422656,278,4.597250462,4.999968529,7.638722897,109,0.052001953,239.9799805
0.32508862,0.449673444,1.7032336,281,4.606628895,4.995476246,7.0674119,124,0.051996946,240.4899902
0.325092226,0.447137862,1.71211648,280,4.595594406,4.976655483,7.241792202,119,0.051995993,239.8699951
0.325067669,0.446053952,1.713312984,278,4.615348339,4.971712589,5.815273762,126,0.050995827,236.210022
0.32496962,0.443326384,1.712133527,279,4.598631382,4.981512547,7.321896076,117,0.052001953,240.0099487
0.324974567,0.443335414,1.715755582,278,4.603011608,5.000059128,7.381759644,119,0.051998138,240.2799683
0.325141251,0.453336537,1.714669824,279,4.600619793,4.988375187,6.819653034,122,0.05200386,240.1499634
0.325079173,0.446043044,1.712787747,279,4.579489708,4.973326683,8.190961838,111,0.052002907,238.9700317
0.325194448,0.453326702,1.715313554,278,4.597326756,4.966697693,6.702547073,118,0.052000999,239.9599609
0.325204194,0.446551979,1.717328072,278,4.604667664,4.98675108,6.749850273,126,0.051996946,240.4100342
0.325035423,0.437233686,1.700115204,280,4.633882046,4.9785676,5.764388561,131,0.051000118,237.1799927
0.325214326,0.450034678,1.712620497,278,4.613293171,4.996658802,6.554554939,128,0.05200386,240.8599854
0.325028896,0.443326831,1.703947306,278,4.64157486,5.005087852,5.683267593,134,0.051002979,237.5999756
0.325182259,0.453330547,1.708871126,279,4.6432271,5.00181818,5.527071476,136,0.051003933,237.6799927
0.325050384,0.453336537,1.709877372,278,4.614751339,4.986298561,6.390911579,126,0.052000046,240.9299927
0.325185865,0.446692973,1.710920095,279,4.635035515,5.015172482,6.381964207,133,0.052000046,242.0400391
0.325158596,0.44623214,1.714234352,278,4.618837833,4.989953995,6.237508297,130,0.051995993,241.1399536
0.325106233,0.446662098,1.707015634,279,4.645168781,4.988483906,5.597706318,134,0.051000118,237.7900391
0.325166881,0.446031153,1.7185812,278,4.648530483,4.99327755,5.440238476,136,0.050998926,237.9699707
0.32529065,0.453326374,1.713888288,279,4.647286892,4.976643562,5.233210564,141,0.051000118,237.8999634
0.325095087,0.439990014,1.705115676,277,4.608235836,4.965048313,5.941181183,120,0.052000046,240.6099854
0.325163841,0.443912357,1.709750414,275,4.605499744,4.971898079,5.827261925,126,0.052000999,240.4299927
0.325126708,0.442755401,1.708527684,278,4.584467411,4.955085278,6.473528862,111,0.052000046,239.2600098
